tienda,tipo,modelo,medida,medida_origen,almohadas,cuotas_si,cuotas_simple,precio,pack,sku_match,titulo_orig,url,fecha
TMS,colchon,Exclusive,180x200,inferida,0,6,0,775404,1,CEX180,Colchón de espuma Cannon Exclusive tamaño king,https://www.mercadolibre.com.ar/colchon-de-espuma-cannon-exclusive-tamano-king/p/MLA15539860?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=6&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA2199984638&sid=search,2026-04-27 09:32
TMS,colchon,Doral Pillow,200x200,explicita,0,,0,890000,1,CDOP200,Colchón King de resortes Cannon Resortes Doral Pillow Top gris y negro - 200cm x 200cm x 33cm con doble pillow top,https://www.mercadolibre.com.ar/colchon-king-de-resortes-cannon-resortes-doral-pillow-top-gris-y-negro-200cm-x-200cm-x-33cm-con-doble-pillow-top/p/MLA18618132?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=7&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA922810069&sid=search,2026-04-27 09:32
TMS,colchon,Tropical,160x200,inferida,0,6,0,298232,1,,Colchón de espuma Cannon Espuma Tropical 2 1/2 plazas,https://www.mercadolibre.com.ar/colchon-de-espuma-cannon-espuma-tropical-2-12-plazas/p/MLA18219034?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=8&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1103573581&sid=search,2026-04-27 09:32
TMS,colchon,Renovation,180x200,inferida,0,,0,799000,1,CRE180,Colchón de espuma Cannon Espuma Renovation King,https://www.mercadolibre.com.ar/colchon-de-espuma-cannon-espuma-renovation-king/p/MLA15542915?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=9&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA922786745&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive,180x200,inferida,0,6,0,809815,1,CEX180,Colchón de espuma Cannon Espuma Exclusive King,https://www.mercadolibre.com.ar/colchon-de-espuma-cannon-espuma-exclusive-king/p/MLA15539861?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=10&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA2199893784&sid=search,2026-04-27 09:32
TMS,colchon,Princess,90x190,explicita,0,6,0,217939,1,CPR9020,Colchón Cannon Espuma Princess 1 1/2 plaza 190x90cm,https://www.mercadolibre.com.ar/colchon-cannon-espuma-princess-1-12-plaza-190x90cm/p/MLA18193721?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=11&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1103573605&sid=search,2026-04-27 09:32
TMS,colchon,Compac,140x190,inferida,0,,0,544000,1,CCO140_DEP,Colchón Cannon 2 Plaza 1/2 En Caja Compac Resortes Pocket,https://www.mercadolibre.com.ar/colchon-cannon-2-plaza-12-en-caja-compac-resortes-pocket/up/MLAU3715078666?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=12&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA2753206338&sid=search,2026-04-27 09:32
TMS,colchon,Tropical,80x190,explicita,1,,0,154134,1,CTR80,Colchon Cannon 1 Plaza Tropical 80x190 + Almohada Vellone,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-tropical-80x190--almohada-vellone/up/MLAU2820943305?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=13&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1461668829&sid=search,2026-04-27 09:32
TMS,colchon,Renovation Europillow,100x190,explicita,0,,0,445000,1,CREP100,Colchon Cannon Renovation Europillow 100x190cm 1 1/2 Plaza,https://www.mercadolibre.com.ar/colchon-cannon-renovation-europillow-100x190cm-1-12-plaza/up/MLAU3546011252?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=14&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1575720107&sid=search,2026-04-27 09:32
TMS,colchon,Renovation,80x190,explicita,0,,0,286000,1,CRE80,Colchon Cannon Renovation 1 Plaza De Espuma 80x190x26cm,https://www.mercadolibre.com.ar/colchon-cannon-renovation-1-plaza-de-espuma-80x190x26cm/up/MLAU940809104?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=15&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1448347657&sid=search,2026-04-27 09:32
TMS,colchon,Doral,80x190,explicita,1,,0,308503,1,CDO80,Colchon Cannon Doral 80x190 Resortes + 1 Almohada Velloné,https://www.mercadolibre.com.ar/colchon-cannon-doral-80x190-resortes--1-almohada-vellone/up/MLAU2953945587?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=16&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1471295969&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive,80x190,explicita,1,,0,269134,1,CEX80,Colchon Cannon Exclusive 80x190 +cubre+ Almohada Vellon,https://www.mercadolibre.com.ar/colchon-cannon-exclusive-80x190-cubre-almohada-vellon/up/MLAU2924850127?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=17&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1989223800&sid=search,2026-04-27 09:32
TMS,colchon,Clasico,80x190,explicita,0,,0,76900,1,,Colchon Cannon Clasico 1 Plaza 80 X 190 X 13 Espuma,https://www.mercadolibre.com.ar/colchon-cannon-clasico-1-plaza-80-x-190-x-13-espuma/up/MLAU3735662629?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=18&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1650037903&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive,80x190,explicita,0,,0,495981,2,CEX80,Colchon Cannon 1 Plaza Exclusive 80x190 Espuma Pack X2,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-exclusive-80x190-espuma-pack-x2/up/MLAU426636548?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=19&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1863950354&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive,80x190,explicita,0,,0,263000,1,CEX80,"Colchon Cannon 1 Plaza Exclusive 80x190 Espuma, Entrega S/c*",https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-exclusive-80x190-espuma-entrega-sc/up/MLAU161861326?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=20&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA718063636&sid=search,2026-04-27 09:32
TMS,colchon,Princess,80x190,explicita,0,,0,295031,2,CPR8020,Colchon Cannon 1 Plaza Princess 80x190 Espuma Pack X 2 Unid,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-princess-80x190-espuma-pack-x-2-unid/up/MLAU161008190?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=21&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA905537995&sid=search,2026-04-27 09:32
TMS,colchon,Tropical,90x190,explicita,0,,0,160000,1,CTR90,Colchon Cannon Plaza 1/2 Tropical 90x190 Espuma Entrega S/c*,https://www.mercadolibre.com.ar/colchon-cannon-plaza-12-tropical-90x190-espuma-entrega-sc/up/MLAU161750222?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=22&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA718034540&sid=search,2026-04-27 09:32
TMS,colchon,Soñar,90x190,explicita,0,,0,295000,1,CSO90,"Colchon Cannon Plaza 1/2 Soñar 90x190 Resortes, Entrega S/c*",https://www.mercadolibre.com.ar/colchon-cannon-plaza-12-sonar-90x190-resortes-entrega-sc/up/MLAU160590131?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=23&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA718159590&sid=search,2026-04-27 09:32
TMS,colchon,Clasico Plus,80x190,explicita,0,,0,96000,1,,Colchón Cannon Espuma Clásico Plus 1 Plaza 80x190x13cm,https://www.mercadolibre.com.ar/colchon-cannon-espuma-clasico-plus-1-plaza-80x190x13cm/up/MLAU318951338?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=24&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1670710522&sid=search,2026-04-27 09:32
TMS,colchon,Clasico Plus,80x190,explicita,0,6,0,110116,1,,Colchón Cannon Espuma Clásico Plus 1 Plaza 80x190x13 Premium,https://www.mercadolibre.com.ar/colchon-cannon-espuma-clasico-plus-1-plaza-80x190x13-premium/up/MLAU318953446?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=25&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1670671564&sid=search,2026-04-27 09:32
TMS,colchon,Soñar,90x190,explicita,0,9,0,365892,1,CSO90,Colchon Cannon Plaza 1/2 Soñar 90x190cm Resortes Premium,https://www.mercadolibre.com.ar/colchon-cannon-plaza-12-sonar-90x190cm-resortes-premium/up/MLAU160351103?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=26&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA845103258&sid=search,2026-04-27 09:32
TMS,colchon,Soñar,80x190,explicita,0,,0,541507,2,CSO80,Colchon Cannon 1 Plaza Soñar 80x190 Resortes Pack X2,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-sonar-80x190-resortes-pack-x2/up/MLAU426645240?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=27&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1863887202&sid=search,2026-04-27 09:32
TMS,colchon,Doral,100x190,explicita,0,6,0,401466,1,CDO100,Colchon Cannon 1 Plaza 1/2 Doral 100x190cm Resortes -premium,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-12-doral-100x190cm-resortes-premium/up/MLAU3323885632?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=28&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1511447681&sid=search,2026-04-27 09:32
TMS,colchon,Tropical,90x190,explicita,0,12,0,214747,1,CTR90,Colchon Cannon 1 Plaza 1/2 Tropical 90x190 Cm Espuma,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-12-tropical-90x190-cm-espuma/up/MLAU3320778798?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=29&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1511217709&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive,90x190,explicita,0,,0,290000,1,CEX90,Colchon Cannon 1 1/2 Plaza Exclusive 90x190cm Espuma,https://www.mercadolibre.com.ar/colchon-cannon-1-12-plaza-exclusive-90x190cm-espuma/up/MLAU162013130?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=30&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA718064254&sid=search,2026-04-27 09:32
TMS,colchon,Compac,160x200,explicita,0,,0,440000,1,CCO160_DEP,Colchón Espuma Cannon Compac 2 Plazas 1/2 160x200 Cm En Caja,https://www.mercadolibre.com.ar/colchon-espuma-cannon-compac-2-plazas-12-160x200-cm-en-caja/up/MLAU3928608622?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=31&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1764434883&sid=search,2026-04-27 09:32
TMS,colchon,Doral,100x190,explicita,0,9,0,401466,1,CDO100,Colchon Cannon Plaza 1/2 Doral 100x190 Resortes Premium S/c*,https://www.mercadolibre.com.ar/colchon-cannon-plaza-12-doral-100x190-resortes-premium-sc/up/MLAU175237941?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=32&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA845107495&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive,100x190,explicita,0,6,0,371643,1,CEX100,Colchon Cannon 1 Plaza 1/2 Exclusive 100x190 Espuma Premium,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-12-exclusive-100x190-espuma-premium/up/MLAU3323918552?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=33&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1511448129&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive Pillow,80x190,inferida,0,12,0,393255,1,CEXP80,Colchón 1 Plaza De Espuma Cannon Espuma Exclusive Pillow Top,https://www.mercadolibre.com.ar/colchon-1-plaza-de-espuma-cannon-espuma-exclusive-pillow-top/up/MLAU2856912914?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=34&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1965070860&sid=search,2026-04-27 09:32
TMS,colchon,Renovation Europillow,140x190,explicita,2,,0,568006,1,CREP140,Colchon Cannon Renovation C/pillow 140x190 + 2 Alm Velloné,https://www.mercadolibre.com.ar/colchon-cannon-renovation-cpillow-140x190--2-alm-vellone/up/MLAU2959073400?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=35&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1994453798&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive Pillow,80x190,explicita,0,,0,293000,1,CEXP80,"Colchon Cannon Exclusive C/ Pillow 80x190 Espuma, Envío S/c*",https://www.mercadolibre.com.ar/colchon-cannon-exclusive-c-pillow-80x190-espuma-envio-sc/up/MLAU162061418?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=36&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA718092701&sid=search,2026-04-27 09:32
TMS,colchon,Soñar,80x190,explicita,0,,0,271000,1,CSO80,"Colchon Cannon 1 Plaza Soñar 80x190 Resortes, Entrega S/c*",https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-sonar-80x190-resortes-entrega-sc/up/MLAU161047532?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=37&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA718157006&sid=search,2026-04-27 09:32
TMS,colchon,Clasico Plus,80x190,explicita,0,12,0,128848,1,,Colchón Cannon Clásico Plus Espuma 1 Plaza 80cm X 190cm X 13,https://www.mercadolibre.com.ar/colchon-cannon-clasico-plus-espuma-1-plaza-80cm-x-190cm-x-13/up/MLAU2843850833?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=38&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1462261495&sid=search,2026-04-27 09:32
TMS,colchon,Compac,80x190,explicita,0,12,0,390000,1,CCO80_DEP,Colchón Cannon Compac Espuma Alta Dens 80x190 En Caja 1plaza,https://www.mercadolibre.com.ar/colchon-cannon-compac-espuma-alta-dens-80x190-en-caja-1plaza/up/MLAU139158043?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=39&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1224100773&sid=search,2026-04-27 09:32
TMS,colchon,Doral,100x190,explicita,0,,0,350000,1,CDO100,"Colchon Cannon Plaza 1/2 Doral 100x190 Resortes, Envío S/c*",https://www.mercadolibre.com.ar/colchon-cannon-plaza-12-doral-100x190-resortes-envio-sc/up/MLAU161666525?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=40&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA718164816&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive Pillow,100x190,explicita,0,,0,386000,1,CEXP100,Colchon Cannon Exclusive C/ Pillow 100x190 Espuma Envío S/c*,https://www.mercadolibre.com.ar/colchon-cannon-exclusive-c-pillow-100x190-espuma-envio-sc/up/MLAU160949286?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=41&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA718105594&sid=search,2026-04-27 09:32
TMS,colchon,Princess,80x190,explicita,0,9,0,365930,2,CPR8020,Colchon Cannon Princess 80x190 Espuma Pack X2 Unidad Premium,https://www.mercadolibre.com.ar/colchon-cannon-princess-80x190-espuma-pack-x2-unidad-premium/up/MLAU160821454?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=42&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA905537765&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive Pillow,90x190,explicita,1,,0,370134,1,CEXP90,Colchon Cannon Exclusive Pillow 90x190 + Almohada Velloné,https://www.mercadolibre.com.ar/colchon-cannon-exclusive-pillow-90x190--almohada-vellone/up/MLAU2954370645?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=43&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1471353317&sid=search,2026-04-27 09:32
TMS,colchon,Tropical,80x190,explicita,0,,0,293525,2,CTR80,Colchon Cannon 1 Plaza Tropical 80x190 Espuma Pack X2,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-tropical-80x190-espuma-pack-x2/up/MLAU424802501?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=44&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1863848160&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive,90x190,explicita,1,,0,296134,1,CEX90,Colchon Cannon Exclusive 90x190 + Almohada Velloné,https://www.mercadolibre.com.ar/colchon-cannon-exclusive-90x190--almohada-vellone/up/MLAU2954267447?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=45&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1994755594&sid=search,2026-04-27 09:32
TMS,colchon,Princess,80x190,explicita,0,,0,148000,1,CPR8020,"Colchon Cannon 1 Plaza Princess 80x190 Espuma, Entrega S/c*",https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-princess-80x190-espuma-entrega-sc/up/MLAU159981993?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=46&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA718055990&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive Pillow,90x190,explicita,0,,0,364000,1,CEXP90,"Colchon Cannon Exclusive C/ Pillow 90x190 Espuma, Envío S/c*",https://www.mercadolibre.com.ar/colchon-cannon-exclusive-c-pillow-90x190-espuma-envio-sc/up/MLAU161239991?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=47&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA718104313&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive,80x190,inferida,0,12,0,335542,1,CEX80,Colchón De Espuma Cannon Espuma Exclusive 1 Plaza,https://www.mercadolibre.com.ar/colchon-de-espuma-cannon-espuma-exclusive-1-plaza/up/MLAU2848990960?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=48&type=product&tracking_id=927909fb-a592-48d4-ae4a-0ff8a7cca484&wid=MLA1964283888&sid=search,2026-04-27 09:32
TMS,colchon,Compac,80x190,explicita,0,,0,255000,1,CCO80_DEP,Colchón Espuma Cannon Compac 1 Plaza 80x190x21 Cm En Caja,https://www.mercadolibre.com.ar/colchon-espuma-cannon-compac-1-plaza-80x190x21-cm-en-caja/up/MLAU3928622028?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=1&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA1764385511&sid=search,2026-04-27 09:32
TMS,colchon,Doral,80x190,explicita,1,,0,382684,1,CDO80,Colchon Cannon Doral 1 Plaza 80x190 Resortes + 1 Almohada,https://www.mercadolibre.com.ar/colchon-cannon-doral-1-plaza-80x190-resortes--1-almohada/up/MLAU3838463698?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=2&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA3025271264&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive Pillow,80x190,explicita,1,,0,299503,1,CEXP80,Colchon Cannon Exclusive Pillow 80x190 + Almohada Velloné,https://www.mercadolibre.com.ar/colchon-cannon-exclusive-pillow-80x190--almohada-vellone/up/MLAU2892068306?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=3&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA1973732698&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive,90x190,explicita,0,9,0,359690,1,CEX90,Colchon Cannon Plaza 1/2 Exclusive 90x190 Espuma Premium,https://www.mercadolibre.com.ar/colchon-cannon-plaza-12-exclusive-90x190-espuma-premium/up/MLAU175239459?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=4&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA844295032&sid=search,2026-04-27 09:32
TMS,colchon,Princess,80x190,explicita,0,18,0,214584,1,CPR8020,Colchon Cannon 1 Plaza Princess 80x190 Espuma - Premium,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-princess-80x190-espuma--premium/up/MLAU3096351040?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=5&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA2039005386&sid=search,2026-04-27 09:32
TMS,colchon,Renovation,80x190,explicita,0,6,0,328055,1,CRE80,Colchon Cannon Renovation 1 Plaza De Espuma 80x190 - Premium,https://www.mercadolibre.com.ar/colchon-cannon-renovation-1-plaza-de-espuma-80x190--premium/up/MLAU3317946141?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=6&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA1511536553&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive,80x190,explicita,0,9,0,333810,1,CEX80,Colchon Cannon Exclusive 80x190 +cubre+alm80 Vellon Premium,https://www.mercadolibre.com.ar/colchon-cannon-exclusive-80x190-cubrealm80-vellon-premium/up/MLAU196839895?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=7&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA843202554&sid=search,2026-04-27 09:32
TMS,colchon,Doral,80x190,explicita,0,,0,302000,1,CDO80,"Colchon Cannon 1 Plaza Doral 80x190 Resortes, Entrega S/c*",https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-doral-80x190-resortes-entrega-sc/up/MLAU162510996?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=8&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA718164159&sid=search,2026-04-27 09:32
TMS,colchon,Exclusive Pillow,100x190,explicita,0,9,0,478760,1,CEXP100,Colchon Cannon Exclusive C/ Pillow 100x190 Espuma Premium,https://www.mercadolibre.com.ar/colchon-cannon-exclusive-c-pillow-100x190-espuma-premium/up/MLAU175087719?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=9&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA845092942&sid=search,2026-04-27 09:32
TMS,colchon,Doral,140x190,explicita,2,,0,485006,1,CDO140,Colchon Cannon Doral 140x190 Resortes + 2 Almohadas Vellone,https://www.mercadolibre.com.ar/colchon-cannon-doral-140x190-resortes--2-almohadas-vellone/up/MLAU2959184000?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=10&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA1471322319&sid=search,2026-04-27 09:32
TMS,colchon,Princess,80x190,explicita,0,6,0,169763,1,CPR8020,Colchon Cannon 1 Plaza Princess 80x190cm Espuma Premium,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-princess-80x190cm-espuma-premium/up/MLAU141039658?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=11&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA845089065&sid=search,2026-04-27 09:32
TMS,colchon,Renovation,80x190,explicita,0,9,0,354729,1,CRE80,Colchon Cannon Renovation 1 Plaza De Espuma 80x190x26cm Prem,https://www.mercadolibre.com.ar/colchon-cannon-renovation-1-plaza-de-espuma-80x190x26cm-prem/up/MLAU937492025?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=12&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA1448412855&sid=search,2026-04-27 09:32
TMS,colchon,Soñar,80x190,explicita,0,9,0,336124,1,CSO80,Colchon Cannon 1 Plaza Soñar 80x190 Resortes Premium S/c*,https://www.mercadolibre.com.ar/colchon-cannon-1-plaza-sonar-80x190-resortes-premium-sc/up/MLAU160740695?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=13&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA845101393&sid=search,2026-04-27 09:32
TMS,colchon,Compac,80x190,explicita,0,9,0,360000,1,CCO80_DEP,Colchón Cannon Compac Espuma Alta Dens 80x190 Premium,https://www.mercadolibre.com.ar/colchon-cannon-compac-espuma-alta-dens-80x190-premium/up/MLAU139130875?pdp_filters=official_store%3A226384#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=14&type=product&tracking_id=eea8c098-62e7-48f6-9899-5a5b57cb19ae&wid=MLA1109820759&sid=search,2026-04-27 09:32
